FBGN_GENE1_BD	FBGN_GENE2_AD	GENE1_INTERACTIONS_AS_BD	GENE1_INTERACTIONS_TOTAL	GENE2_INTERACTIONS_AS_AD	GENE2_INTERACTIONS_TOTAL	SCREEN	REFERENCE	DATE1	IST	ISTS_RFCS	DATA_VERSION	PMID	URL_PUBMED	DATE_LAST_UPDATED	PUBMEDURL	SYMBOL_BD	SYMBOL_AD	PBSSCORE	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0001319	FBgn0003977	41	41	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	vir	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0004179	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	Csp	A	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0004556	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	Dbp73D	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0010328	41	41	10	10	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	woc	E	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0010355	41	41	15	15	embryo	PMID:15710747	10-SEP-04	Yes	2	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	Taf1	E	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0011224	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	heph	B	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0263108	41	41	56	56	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	BtbVII	E	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0013954	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	FK506-bp2	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0014931	41	41	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG2678	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0263865	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	Smr	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0024510	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	dlt	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0025549	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	unc-119	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0026573	41	41	3	3	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG8290	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0003270	41	41	7	7	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	amos	E	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0027508	41	41	3	3	embryo	PMID:15710747	10-SEP-04	Yes	2	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	tankyrase	B	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0029865	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG15893	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0030049	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	Trf4-1	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0032586	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	Tpr2	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0086898	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	2	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	dgo	B	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0033636	41	41	7	7	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	tou	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0034644	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG10082	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0034733	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	2	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG4752	B	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0035674	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG13295	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0036511	41	41	8	8	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG6498	E	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0036668	41	41	4	4	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG9715	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0037070	41	41	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG11309	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0260794	41	41	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	ctrip	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0037344	41	41	6	6	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG2926	C	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0037698	41	41	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	CG16779	D	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0039283	41	41	11	11	embryo	PMID:15710747	10-SEP-04	Yes	2	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	danr	E	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0042650	41	41	3	3	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	disco-r	B	pp	MI:0018 (yeast two-hybrid)
FBgn0001319	FBgn0053208	41	41	6	6	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	kn	Mical	E	pp	MI:0018 (yeast two-hybrid)
FBgn0002121	FBgn0263108	1	2	56	56	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	l(2)gl	BtbVII	E	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0262742	15	15	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	Fas1	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0003392	15	15	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	shi	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0259240	15	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	Ten-a	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0005585	15	15	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	Crc	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0013576	15	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	mtd	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0019886	15	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	Letm1	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0030731	15	15	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	Mfe2	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0031597	15	15	3	3	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	CG17612	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0032223	15	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	GATAd	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0033541	15	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	CG12934	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0034410	15	15	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	Topors	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0034985	15	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	CG3328	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0035370	15	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	CG1240	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0036668	15	15	4	4	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	CG9715	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002643	FBgn0086708	15	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	mam	stv	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0260632	12	12	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	dl	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0003023	12	12	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	otu	A	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0263108	12	12	56	56	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	BtbVII	E	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0085432	12	12	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	pan	C	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0261270	12	12	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	SelD	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0028968	12	12	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	?Cop	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0043854	12	12	3	3	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	slam	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0032154	12	12	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	mtDNA-helicase	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0034570	12	12	6	6	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	CG10543	C	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0041203	12	12	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	LIMK1	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0051086	12	12	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	CG31086	A	pp	MI:0018 (yeast two-hybrid)
FBgn0002906	FBgn0051224	12	12	8	8	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Blm	CG31224	E	pp	MI:0018 (yeast two-hybrid)
FBgn0002989	FBgn0263108	13	13	56	56	embryo	PMID:15710747	10-SEP-04	Yes	2	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	okr	BtbVII	E	pp	MI:0018 (yeast two-hybrid)
FBgn0002989	FBgn0019972	13	13	2	3	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	okr	Ice	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002989	FBgn0030109	13	13	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	okr	CG12121	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002989	FBgn0031534	13	13	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	okr	Snx1	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002989	FBgn0032006	13	13	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	okr	Pvr	D	pp	MI:0018 (yeast two-hybrid)
FBgn0002989	FBgn0032208	13	13	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	okr	CG5604	A	pp	MI:0018 (yeast two-hybrid)
FBgn0002989	FBgn0034763	13	13	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	okr	RYBP	B	pp	MI:0018 (yeast two-hybrid)
FBgn0002989	FBgn0035402	13	13	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	okr	CG12082	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0000411	14	15	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	D	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0000489	14	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	Pka-C3	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0259113	14	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	DNApol-?180	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0004859	14	15	3	135	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	ci	A	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0263108	14	15	56	56	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	BtbVII	E	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0015396	14	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	jumu	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0022699	14	15	4	4	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	D19B	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0025633	14	15	3	3	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	CG13366	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0035702	14	15	5	5	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	CG10147	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0039260	14	15	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	Smg6	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0041181	14	15	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	Tep3	C	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0051224	14	15	8	8	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	CG31224	E	pp	MI:0018 (yeast two-hybrid)
FBgn0000352	FBgn0086758	14	15	12	12	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	cos	chinmo	E	pp	MI:0018 (yeast two-hybrid)
FBgn0000463	FBgn0000283	20	20	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Dl	Cp190	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000463	FBgn0000556	20	20	2	2	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Dl	Ef1?48D	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000463	FBgn0000606	20	20	3	3	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Dl	eve	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000463	FBgn0262743	20	20	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Dl	Fs(2)Ket	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000463	FBgn0003520	20	20	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Dl	stau	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000463	FBgn0003870	20	20	9	9	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Dl	ttk	E	pp	MI:0018 (yeast two-hybrid)
FBgn0000463	FBgn0261592	20	20	1	1	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Dl	RpS6	D	pp	MI:0018 (yeast two-hybrid)
FBgn0000463	FBgn0010355	20	20	15	15	embryo	PMID:15710747	10-SEP-04	Yes	1	2013_02			04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15710747&dopt=DocSum	Dl	Taf1	E	pp	MI:0018 (yeast two-hybrid)
